@relation Training

@attribute ID numeric
@attribute Class {0,1}
@attribute ScoreTag {P,NONE,N,NEU,P+,N+}
@attribute Agreement {DISAGREEMENT,AGREEMENT}
@attribute Irony {NONIRONIC,IRONIC}
@attribute Confidence numeric
@attribute Subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute Fear numeric
@attribute Excited numeric
@attribute Bored numeric
@attribute Happy numeric
@attribute Angry numeric
@attribute Sad numeric
@attribute nbOfChars numeric
@attribute nbOfSymbols numeric
@attribute wordDensity numeric
@attribute nbUniqueWords numeric
@attribute nbOfLinks numeric
@attribute nbOfUniqLinks numeric
@attribute nbOfLetterWords numeric

@data
2909,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.122456,0.118843,0.047954,0.085018,0.456209,0.169521,1877,90,0.273309,225,0,0,404
1297,1,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.064902,0.18307,0.141166,0.291499,0.238805,0.080558,1558,109,0.24647,258,2,1,268
4431,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.161831,0.287149,0.046931,0.195567,0.169709,0.138813,1765,111,0.270255,248,1,0,332
2242,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.2093,0.149904,0.040113,0.280347,0.083683,0.236652,65,8,0.369231,19,0,0,11
579,1,N,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.187003,0.280602,0.026182,0.235594,0.174581,0.096038,316,16,0.234177,57,1,1,58
4946,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.189452,0.282819,0,0.257812,0.156818,0.113098,147,11,0.326531,37,0,0,35
433,1,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.212562,0.236252,0,0.259956,0.132646,0.158585,414,27,0.224638,67,2,2,60
4828,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.256635,0.208186,0.027057,0.192048,0.141932,0.174143,28,4,0.392857,10,0,0,7
4825,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.140601,0.218213,0,0.266775,0.239686,0.134725,326,80,0.435583,49,0,0,47
3650,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.151174,0.355975,0.139609,0.178679,0.109245,0.065317,5597,524,0.340718,368,0,0,914
890,0,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.198068,0.106276,0.052232,0.076719,0.283093,0.283611,463,48,0.311015,87,3,2,83
2539,1,?,?,?,?,?,0.168278,0.173004,0.160956,0.167992,0.164282,0.165488,0,0,0,0,0,0,0
2994,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.132384,0.3752,0.018016,0.320894,0.121895,0.031612,216,3,0.175926,35,0,0,34
5147,1,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.233665,0.350805,0,0.118283,0.204588,0.092659,128,11,0.265625,20,2,2,23
411,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.161841,0.335478,0.023749,0.293605,0.086819,0.098507,432,25,0.240741,68,1,1,77
63,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.224872,0.280966,0.038066,0.261941,0.102553,0.091603,773,20,0.266494,123,0,0,179
2856,0,NEU,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.136374,0.164305,0.08972,0.181642,0.158753,0.269206,1140,43,0.280702,163,0,0,250
2254,0,P,DISAGREEMENT,NONIRONIC,90,SUBJECTIVE,0.185268,0.319316,0.038484,0.216247,0.137063,0.103622,3055,96,0.200982,253,0,0,516
3062,0,NEU,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.127844,0.127018,0,0.258261,0.341882,0.144995,807,127,0.365551,122,0,0,129
956,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.151687,0.177561,0.029491,0.238544,0.172048,0.230669,333,11,0.246246,56,0,0,69
944,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.114209,0.075534,0.054642,0.18738,0.347023,0.221211,793,168,0.427491,92,0,0,123
1083,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.127304,0.459162,0.021288,0.280254,0.080639,0.031353,185,17,0.362162,30,0,0,30
4229,1,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.099167,0.299668,0.026242,0.365271,0.129632,0.08002,80,14,0.4125,24,0,0,18
957,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.230739,0.123995,0.046595,0.126121,0.230851,0.2417,1184,107,0.314189,163,0,0,247
1641,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.17863,0.418903,0.016506,0.256891,0.068736,0.060334,1195,203,0.384937,116,0,0,190
2051,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.115026,0.210957,0.064685,0.215417,0.250066,0.143848,456,82,0.381579,78,0,0,66
2979,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.162898,0.38491,0.029865,0.226803,0.13242,0.063104,219,9,0.260274,44,0,0,34
1276,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.131249,0.175961,0.100312,0.34641,0.167478,0.078591,310,80,0.464516,47,0,0,49
4728,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.233575,0.129716,0.053721,0.149931,0.238467,0.19459,271,12,0.228782,44,0,0,48
1614,1,P,DISAGREEMENT,NONIRONIC,86,OBJECTIVE,0.158393,0.356347,0.029731,0.285986,0.105456,0.064088,197,7,0.253807,36,0,0,42
621,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.124086,0.355253,0.04732,0.231454,0.123596,0.118292,51,5,0.372549,15,0,0,10
1236,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.181137,0.202531,0.092947,0.194955,0.16507,0.16336,283,34,0.349823,57,0,0,49
397,0,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.233365,0.263003,0.032232,0.281097,0.07811,0.112194,642,27,0.244548,85,0,0,103
4472,1,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.10331,0.38193,0.057692,0.275132,0.109998,0.071938,387,26,0.263566,68,0,0,66
1732,1,P,DISAGREEMENT,IRONIC,76,SUBJECTIVE,0.177901,0.211106,0.035636,0.338674,0.129482,0.107201,1754,57,0.233751,235,1,1,328
799,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.206826,0.148656,0.053763,0.165393,0.247093,0.178269,450,26,0.248889,53,0,0,80
438,0,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.16533,0.138191,0.074093,0.184687,0.221073,0.216626,1067,253,0.443299,114,1,1,176
9,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.110713,0.240121,0.071587,0.345849,0.155961,0.07577,384,89,0.434896,60,0,0,55
478,1,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.069502,0.225006,0.038379,0.51617,0.08622,0.064723,49,3,0.326531,16,0,0,11
3032,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.126507,0.272732,0.286297,0.111588,0.11832,0.084555,119,35,0.487395,29,0,0,14
3138,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.14132,0.22963,0.154182,0.157215,0.158804,0.158849,110,34,0.518182,30,0,0,14
1712,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.198608,0.125346,0.03545,0.175095,0.095373,0.370128,131,15,0.335878,23,0,0,20
3791,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.134202,0.080632,0.039479,0.232005,0.32967,0.184012,1190,123,0.309244,157,0,0,207
1769,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.102303,0.257532,0.02997,0.260477,0.135904,0.213814,636,22,0.242138,103,0,0,124
625,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.10346,0.530753,0.032817,0.197456,0.105939,0.029576,82,6,0.329268,20,0,0,15
2062,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.110717,0.354807,0.051001,0.14411,0.247892,0.091473,161,7,0.291925,31,0,0,29
4192,1,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.083856,0.396983,0.018711,0.338325,0.141796,0.02033,822,40,0.259124,148,1,1,171
4031,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.114971,0.232118,0.045895,0.315356,0.197003,0.094658,169,8,0.242604,26,0,0,25
1270,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.166918,0.397442,0.030095,0.156764,0.15997,0.088811,159,13,0.36478,39,0,0,34
4590,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.245121,0.264695,0,0.146101,0.185033,0.15905,544,23,0.275735,97,2,1,126
3357,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.177254,0.179687,0.068462,0.158969,0.25861,0.157018,632,41,0.31962,131,0,0,158
2312,1,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.138432,0.364999,0.037711,0.298735,0.099909,0.060214,844,38,0.24763,138,2,2,167
1636,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.157738,0.165611,0.072964,0.059793,0.337719,0.206176,2296,188,0.293554,224,0,0,440
741,0,NEU,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.176433,0.238712,0.120483,0.167791,0.177962,0.118619,955,97,0.319372,127,0,0,192
4560,0,P,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.208252,0.306838,0.057408,0.129076,0.17942,0.119006,779,58,0.297818,103,0,0,131
863,1,P,DISAGREEMENT,IRONIC,81,SUBJECTIVE,0.166387,0.218659,0.057954,0.22367,0.168619,0.164712,966,39,0.248447,153,1,1,199
504,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.220562,0.13342,0,0.203776,0.192122,0.250121,77,7,0.311688,19,0,0,12
972,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.108606,0.269968,0,0.318586,0.136847,0.165993,299,18,0.26087,57,0,0,56
838,0,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.179191,0.209987,0.041706,0.182488,0.207039,0.179589,1056,71,0.291667,142,0,0,221
3771,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.249731,0.197989,0.064407,0.070649,0.191281,0.225943,2138,99,0.287184,226,0,0,450
368,0,N,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.217304,0.113771,0.037007,0.251561,0.186651,0.193706,157,5,0.267516,30,0,0,37
1863,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.109637,0.455239,0.01377,0.333612,0.041381,0.046362,1802,60,0.219201,217,0,0,321
2643,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.237497,0.143355,0.086275,0.095094,0.258759,0.179021,126,6,0.261905,31,0,0,26
511,1,NEU,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.12782,0.165001,0.066553,0.137884,0.439935,0.062807,208,14,0.254808,44,1,1,37
3923,1,P,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.154524,0.215256,0.06396,0.295532,0.163922,0.106806,264,11,0.238636,51,0,0,50
587,1,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.252077,0.223595,0.023336,0.444701,0.029139,0.027152,15,0,0.266667,4,0,0,4
3082,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.202661,0.142773,0.041165,0.271061,0.082494,0.259845,66,7,0.333333,17,0,0,11
128,0,P,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.101519,0.378969,0.028727,0.335464,0.093162,0.062158,392,11,0.237245,74,0,0,76
1546,0,NEU,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.124756,0.154325,0.042211,0.28095,0.274766,0.122992,680,119,0.389706,113,0,0,107
5,0,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.143743,0.259222,0,0.292744,0.138621,0.16567,255,6,0.270588,52,0,0,63
768,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.220664,0.144972,0.043958,0.103957,0.334077,0.152372,948,163,0.375527,115,0,0,170
3170,0,P+,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.090441,0.298775,0.014143,0.47117,0.073714,0.051756,22,2,0.272727,6,0,0,4
909,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.131398,0.36313,0.027387,0.280582,0.132301,0.065202,328,29,0.323171,60,0,0,51
1335,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.229445,0.223313,0.038223,0.149924,0.19387,0.165225,1286,28,0.242613,152,0,0,279
1788,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.098544,0.533498,0.008432,0.275525,0.043979,0.040022,1068,68,0.264981,147,2,1,198
4963,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.136452,0.313771,0.077873,0.188015,0.195076,0.088813,1248,87,0.268429,160,0,0,234
2891,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.145314,0.387392,0,0.291436,0.101439,0.074418,145,7,0.317241,36,0,0,28
2214,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.078182,0.308817,0.018439,0.424202,0.107449,0.062911,1850,96,0.258378,247,0,0,361
3865,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.21076,0.122275,0.077539,0.089362,0.350679,0.149385,453,18,0.264901,85,0,0,98
3972,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.136477,0.573869,0.016913,0.142767,0.093349,0.036624,3286,101,0.23098,370,0,0,641
2557,0,N,DISAGREEMENT,NONIRONIC,94,OBJECTIVE,0.109719,0.119655,0.03624,0.247722,0.364892,0.121773,770,92,0.338961,106,0,0,158
4240,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.161317,0.326991,0.019693,0.317495,0.114688,0.059816,723,60,0.28769,99,2,1,131
4258,1,NEU,DISAGREEMENT,IRONIC,84,SUBJECTIVE,0.172059,0.270754,0,0.2115,0.249948,0.09574,285,43,0.336842,64,1,1,51
1077,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.176594,0.147503,0.089687,0.114432,0.307851,0.163933,555,12,0.255856,87,0,0,130
3548,0,NEU,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.146195,0.428661,0.05189,0.156942,0.152926,0.063386,2702,312,0.319393,227,0,0,456
3727,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.149515,0.189426,0,0.267167,0.112246,0.281646,61,3,0.213115,13,0,0,9
3680,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.090409,0.223845,0.221922,0.132213,0.243792,0.08782,681,24,0.256975,105,0,0,136
3214,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.051834,0.288125,0.035265,0.513559,0.087782,0.023436,37,3,0.216216,7,0,0,5
4680,1,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.19124,0.206535,0.044529,0.151755,0.202234,0.203706,915,36,0.234973,121,0,0,175
2141,1,P,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.092287,0.264386,0.012063,0.524136,0.066677,0.040452,3138,281,0.281708,303,8,5,540
4811,1,NEU,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.125965,0.271055,0.04563,0.308777,0.171246,0.077328,788,11,0.177665,118,0,0,128
717,1,N,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.194019,0.193207,0.056802,0.251341,0.13612,0.168511,511,51,0.367906,137,0,0,122
4434,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.140607,0.180075,0.094111,0.18834,0.252584,0.144283,770,29,0.237662,130,0,0,153
4682,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.168245,0.166188,0.047285,0.188129,0.252663,0.17749,73,7,0.273973,17,1,1,13
2103,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.199955,0.077676,0.12345,0.055111,0.321747,0.22206,1320,138,0.335606,163,0,0,277
1363,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.162388,0.217425,0.078675,0.172477,0.192788,0.176248,62,12,0.370968,14,1,1,11
2059,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.175586,0.165593,0.014387,0.171282,0.313642,0.159511,158,7,0.28481,37,0,0,38
2537,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.316574,0.147973,0.037503,0.146463,0.135741,0.215746,1695,109,0.305605,196,0,0,376
1087,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.2063,0.167336,0.12166,0.085043,0.293934,0.125726,202,6,0.282178,48,0,0,47
4301,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.108896,0.250506,0.039379,0.233354,0.244366,0.1235,182,64,0.521978,28,0,0,20
3135,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.140385,0.425629,0.232427,0.100053,0.076482,0.025024,25,2,0.32,7,0,0,6
4082,1,?,?,?,?,?,0.168278,0.173004,0.160956,0.167992,0.164282,0.165488,0,0,0,0,0,0,0
1890,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.094389,0.423876,0,0.395412,0.064529,0.021794,1316,33,0.223404,130,2,2,254
4363,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.245704,0.248123,0.045334,0.164891,0.127596,0.168352,3114,344,0.334939,244,0,0,620
4239,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.205245,0.147761,0.04892,0.285567,0.082575,0.229931,63,7,0.349206,18,0,0,11
1691,0,P,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.259623,0.219082,0.037778,0.097983,0.14099,0.244544,2451,282,0.317013,267,0,0,455
3160,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.190372,0.184945,0.082889,0.20506,0.139611,0.197123,116,9,0.301724,30,0,0,21
3471,1,P,DISAGREEMENT,NONIRONIC,84,SUBJECTIVE,0.289389,0.108351,0.020073,0.049207,0.189701,0.343279,298,10,0.241611,54,0,0,62
2536,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.171862,0.354045,0.054975,0.207102,0.127849,0.084167,153,10,0.261438,28,0,0,20
117,0,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.127358,0.282802,0,0.284988,0.200145,0.104707,1916,322,0.371607,130,0,0,344
2014,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.13187,0.375417,0.061715,0.159839,0.189273,0.081885,2010,215,0.310448,175,0,0,341
3590,1,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.180289,0.175617,0.089849,0.138719,0.254633,0.160893,655,51,0.337405,120,0,0,166
4616,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.107245,0.127341,0.098901,0.159182,0.338683,0.168647,249,75,0.481928,40,0,0,34
4889,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.20219,0.147356,0.038633,0.31253,0.077363,0.221928,63,7,0.349206,18,0,0,11
1075,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.126042,0.3516,0.049872,0.280289,0.101621,0.090576,352,23,0.332386,73,0,0,73
112,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.153247,0.199583,0.032855,0.184592,0.292933,0.13679,955,23,0.242932,135,0,0,204
96,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.11648,0.465738,0.019601,0.297287,0.076439,0.024454,1593,67,0.254237,193,0,0,322
2386,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.146806,0.263516,0.146918,0.229745,0.156962,0.056053,1092,164,0.345238,144,0,0,173
5088,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.143124,0.199391,0.083724,0.12697,0.285751,0.161039,4785,1806,0.51954,382,5,1,608
3086,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.175657,0.164904,0.072918,0.119881,0.316096,0.150545,381,16,0.272966,76,0,0,87
1786,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.136628,0.404116,0.019841,0.299983,0.070356,0.069077,360,20,0.288889,71,0,0,78
4996,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.114386,0.43662,0.029194,0.277718,0.104958,0.037124,3305,154,0.225719,282,0,0,535
4744,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.171474,0.356938,0.026898,0.251313,0.118281,0.075095,4969,187,0.23224,461,0,0,945
1819,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.151772,0.169122,0.022585,0.227118,0.299212,0.13019,206,6,0.247573,38,0,0,44
565,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.129053,0.269948,0.071421,0.238313,0.202274,0.088991,2193,291,0.352485,186,0,0,386
3194,1,P+,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.193051,0.267282,0.031096,0.233233,0.151532,0.123807,732,24,0.20765,124,1,1,125
3778,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.178003,0.256464,0.080681,0.118013,0.197346,0.169491,943,73,0.316013,161,2,2,216
4982,1,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.201497,0.109562,0.035414,0.258535,0.131535,0.263456,492,32,0.29065,104,1,1,103
614,1,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.098259,0.469473,0.026536,0.251934,0.124228,0.02957,59,4,0.237288,14,0,0,10
534,1,P+,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.160021,0.289553,0.112444,0.177362,0.183259,0.077361,51,1,0.196078,10,0,0,9
2963,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.178226,0.210048,0.029159,0.285807,0.097232,0.199528,65,7,0.338462,18,0,0,11
532,1,NEU,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.197854,0.102568,0.06399,0.10297,0.216168,0.31645,77,11,0.337662,20,1,1,15
3538,0,NEU,DISAGREEMENT,NONIRONIC,83,SUBJECTIVE,0.198462,0.248048,0.052275,0.158586,0.174693,0.167936,961,25,0.263267,141,0,0,221
4347,1,N,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.1069,0.040005,0.109482,0.056291,0.434314,0.253008,37,4,0.324324,10,0,0,8
485,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.164078,0.154007,0.033802,0.192372,0.232474,0.223267,146,6,0.212329,22,0,0,22
473,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.078533,0.360001,0.029073,0.354604,0.082251,0.095538,1734,124,0.286621,182,0,0,308
430,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.163735,0.21528,0.116158,0.137015,0.204159,0.163654,453,86,0.397351,73,0,0,76
52,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.153417,0.257151,0.05281,0.266548,0.14975,0.120325,41,3,0.243902,9,0,0,6
1103,1,P,DISAGREEMENT,NONIRONIC,92,SUBJECTIVE,0.157494,0.225509,0.064412,0.215947,0.206248,0.13039,1841,76,0.225964,217,0,0,323
903,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.129098,0.286292,0.062991,0.268101,0.154545,0.098973,282,17,0.280142,55,0,0,54
3998,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.101653,0.273977,0.030842,0.318118,0.190619,0.08479,892,147,0.382287,104,0,0,143
1026,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.184443,0.194721,0,0.270584,0.19935,0.150901,441,41,0.331066,83,2,1,100
4337,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.158255,0.341886,0.065682,0.189853,0.175856,0.068469,343,15,0.271137,63,0,0,71
567,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.148107,0.213389,0.028688,0.428771,0.093592,0.087452,1730,84,0.275145,188,2,1,371
2389,0,P,AGREEMENT,NONIRONIC,97,OBJECTIVE,0.142084,0.210001,0.050204,0.26575,0.220612,0.111349,821,107,0.315469,95,0,0,142
4673,1,P,AGREEMENT,NONIRONIC,98,SUBJECTIVE,0.084089,0.494788,0.016624,0.314145,0.084649,0.005705,464,33,0.265086,77,2,1,86
3882,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.203531,0.288963,0.020972,0.200168,0.143915,0.142451,261,10,0.272031,51,0,0,53
1797,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.17815,0.147954,0.088299,0.166762,0.199154,0.219682,162,14,0.302469,31,0,0,28
4064,0,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.247186,0.115103,0.048951,0.074243,0.214384,0.300133,3341,420,0.348997,262,0,0,648
3502,0,P,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.163106,0.312791,0.04789,0.144039,0.227486,0.104688,1078,80,0.277365,115,0,0,185
5070,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.097321,0.290047,0.016465,0.397342,0.151415,0.047409,425,56,0.36,80,0,0,78
482,1,P,DISAGREEMENT,NONIRONIC,84,SUBJECTIVE,0.329241,0.237187,0.038272,0.125773,0.088815,0.180711,1021,34,0.25857,154,0,0,230
740,0,P,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.081892,0.140234,0.059834,0.196558,0.431065,0.090417,556,109,0.408273,76,0,0,84
1577,1,P+,AGREEMENT,NONIRONIC,97,SUBJECTIVE,0.143667,0.055469,0.028856,0.056674,0.545342,0.169992,327,11,0.244648,61,0,0,65
761,1,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.205244,0.293147,0.037603,0.26799,0.107986,0.088029,3298,241,0.291389,247,1,1,504
1272,0,NEU,DISAGREEMENT,NONIRONIC,91,SUBJECTIVE,0.169093,0.217737,0.056012,0.293144,0.13415,0.129864,182,15,0.307692,41,0,0,39
1741,1,N,AGREEMENT,NONIRONIC,92,SUBJECTIVE,0.080743,0.377342,0.065708,0.155305,0.186803,0.134098,203,3,0.226601,40,0,0,43
3531,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.203919,0.180517,0,0.155883,0.254463,0.205218,2183,265,0.332112,225,0,0,432
1945,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.230179,0.258841,0.064042,0.181862,0.110992,0.154083,376,17,0.289894,66,0,0,79
3575,1,P,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.213585,0.295933,0.04458,0.226907,0.110361,0.108634,3743,148,0.245792,394,0,0,757
4917,0,NONE,AGREEMENT,NONIRONIC,100,OBJECTIVE,0.167623,0.362846,0.054557,0.155038,0.155503,0.104433,269,22,0.349442,54,0,0,60
1439,0,NEU,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.215509,0.161032,0.045761,0.171159,0.231605,0.174934,439,25,0.250569,53,0,0,79
4156,0,P,AGREEMENT,NONIRONIC,100,SUBJECTIVE,0.177463,0.278981,0,0.296297,0.144857,0.102402,1535,166,0.323127,138,0,0,288
4856,1,N,DISAGREEMENT,NONIRONIC,86,SUBJECTIVE,0.187854,0.222296,0.047472,0.203768,0.187293,0.151316,422,46,0.334123,90,1,1,93
3297,0,P,DISAGREEMENT,NONIRONIC,94,SUBJECTIVE,0.118015,0.44546,0.024429,0.256438,0.115835,0.039823,3525,147,0.267801,352,0,0,774
